Student_ID,Gender,Age,School_Type,District,Family_Income,Parent_Education_Level,Chosen_Program,Applied_Institution,Application_Status,O_Level_Mathematics,O_Level_English,O_Level_Malay_Language,O_Level_Islamic_Religious_Knowledge,O_Level_Chemistry,O_Level_Biology,O_Level_Physics,O_Level_Combined_Science,O_Level_Commerce,O_Level_Economics,O_Level_Computer_Science,O_Level_Additional_Maths,A_Level_Mathematics,A_Level_English,A_Level_Chemistry,A_Level_Biology,A_Level_Physics,A_Level_Commerce,A_Level_Economics,A_Level_Computer_Science,O_Level_Credits,A_Level_Credits
STU1642,Female,20,Private,Temburong,1464,Degree,ICT,Politeknik Brunei,Accepted,U,B,E,U,C,A,D,D,U,D,C,A,,C,,,,,,U,5,1
STU1643,Male,19,Private,Belait,8174,Diploma,ICT,Politeknik Brunei,Accepted,E,U,D,E,E,B,A,A,C,B,B,A,,,,,,,,,7,0
STU1644,Female,18,Private,Belait,9510,Postgraduate,Health Sciences,Universiti Brunei Darussalam (UBD),Rejected,D,D,B,D,A,B,B,A,B,E,E,E,,,,,,,,,6,0
STU1645,Male,18,International,Tutong,4120,Diploma,Health Sciences,Universiti Brunei Darussalam (UBD),Accepted,C,C,B,U,B,E,A,E,E,A,U,A,,,,,,,,,7,0
STU1646,Female,16,International,Tutong,9549,Diploma,Health Sciences,Universiti Brunei Darussalam (UBD),Waiting List,E,B,A,B,U,D,D,B,D,U,A,E,,,,,,,,,5,0
STU1647,Male,19,International,Belait,4378,Degree,ICT,Politeknik Brunei,Accepted,D,C,B,A,D,E,A,C,D,D,A,E,,A,,A,,,,D,6,2
STU1648,Male,16,Private,Tutong,9392,Masters Degree,Health Sciences,Universiti Brunei Darussalam (UBD),Rejected,E,E,E,E,D,U,D,A,U,A,B,C,C,,,A,A,,,,4,3
STU1649,Male,17,International,Belait,9278,Postgraduate,Health Sciences,Universiti Brunei Darussalam (UBD),Accepted,E,C,B,A,B,U,A,D,B,U,A,D,,E,D,,,C,,,7,1
STU1650,Female,16,Private,Temburong,8086,Diploma,Health Sciences,Universiti Brunei Darussalam (UBD),Accepted,B,C,B,U,A,D,D,U,D,A,A,B,,,,,,,D,,7,0
STU1651,Female,18,Private,Tutong,4591,Postgraduate,Engineering,IBTE,Rejected,D,B,E,B,U,B,B,B,D,B,D,A,,,,,,C,,,7,1
STU1652,Female,18,Public,Temburong,2404,Postgraduate,ICT,Politeknik Brunei,Rejected,C,E,E,E,E,D,C,U,E,E,D,E,,,,,,,,,2,0
STU1653,Female,20,International,Brunei-Muara,7706,Degree,ICT,Politeknik Brunei,Accepted,U,E,U,B,C,B,D,U,E,U,B,D,A,,U,,,U,,,4,1
STU1654,Female,18,International,Brunei-Muara,7780,Degree,Engineering,IBTE,Accepted,U,U,C,C,U,E,U,E,C,D,A,B,,,,,,,,,5,0
STU1655,Male,18,International,Tutong,6963,Masters Degree,Engineering,IBTE,Rejected,D,C,C,A,E,D,A,C,D,A,U,C,,,,B,C,,U,,7,2
STU1656,Female,20,Private,Temburong,6523,Diploma,ICT,Politeknik Brunei,Waiting List,E,E,E,B,A,B,E,E,B,B,U,U,,C,,,,,,,5,1
STU1657,Female,19,International,Tutong,3721,Masters Degree,ICT,Politeknik Brunei,Rejected,D,C,E,U,A,D,U,A,C,B,A,A,,,,,,,,,7,0
STU1658,Male,20,International,Temburong,3940,Degree,Business,Laksamana College of Business,Waiting List,A,U,E,E,C,C,A,C,B,A,E,C,,,,,,,,,8,0
STU1659,Female,19,Public,Tutong,3881,Postgraduate,Health Sciences,Universiti Brunei Darussalam (UBD),Rejected,U,D,B,C,D,E,A,U,B,E,U,A,,,,,,,,,5,0
STU1660,Female,20,Private,Belait,9979,Masters Degree,Business,Laksamana College of Business,Rejected,C,U,C,E,U,E,U,B,U,D,C,U,,,,,,,,,4,0
STU1661,Male,16,Public,Belait,4728,Degree,Engineering,IBTE,Accepted,B,A,A,A,C,A,U,B,D,A,D,U,,,,,,,,,8,0
STU1662,Female,20,International,Brunei-Muara,9190,Diploma,ICT,Politeknik Brunei,Waiting List,E,E,A,A,C,B,D,D,U,E,A,C,,,,,,,,,6,0
STU1663,Male,18,Public,Belait,1002,Masters Degree,Business,Laksamana College of Business,Waiting List,C,D,A,U,U,E,C,C,U,A,C,U,E,E,,,,,,,6,0
STU1664,Female,17,Private,Brunei-Muara,1317,Degree,Engineering,IBTE,Waiting List,E,D,D,U,E,B,C,C,B,B,C,A,,,,,,,,B,7,1
STU1665,Male,16,International,Belait,1630,Diploma,ICT,Politeknik Brunei,Rejected,E,A,E,U,A,A,E,D,B,E,B,A,,,,U,D,,,,6,0
STU1666,Female,16,International,Tutong,3975,Postgraduate,ICT,Politeknik Brunei,Rejected,C,U,E,U,C,D,B,A,A,U,C,E,,,,,,,,,6,0
STU1667,Male,17,Public,Tutong,2543,Degree,Engineering,IBTE,Rejected,A,E,B,C,C,B,A,U,D,C,B,E,,,,,,,,,8,0
STU1668,Female,20,International,Belait,8562,Degree,Health Sciences,Universiti Brunei Darussalam (UBD),Waiting List,C,C,D,D,C,A,E,C,A,U,B,A,,,,,,,,,8,0
STU1669,Female,17,International,Belait,9031,Masters Degree,Business,Laksamana College of Business,Waiting List,U,C,E,B,D,B,B,A,B,E,B,A,,E,,,,D,,,8,0
STU1670,Female,20,Public,Belait,5212,Degree,Engineering,IBTE,Waiting List,D,D,A,U,A,B,E,D,U,U,C,U,,,,,,,,,4,0
STU1671,Female,19,Public,Tutong,7712,Diploma,Business,Laksamana College of Business,Rejected,E,D,A,D,D,U,B,E,U,D,A,B,A,U,,,,,,,4,1
STU1672,Male,20,Private,Belait,4023,Degree,Business,Laksamana College of Business,Rejected,B,A,C,C,A,A,E,B,U,A,C,E,,,,,,,,,9,0
STU1673,Female,18,Private,Brunei-Muara,5582,Degree,Engineering,IBTE,Rejected,E,U,D,D,B,E,E,A,A,A,U,C,,B,,,,,,,5,1
STU1674,Female,19,International,Temburong,4849,Diploma,Business,Laksamana College of Business,Waiting List,E,C,B,U,B,A,E,B,D,C,U,C,,,,,,,,,7,0
STU1675,Female,18,International,Belait,1136,Masters Degree,Engineering,IBTE,Rejected,D,U,C,C,C,U,U,A,C,E,C,A,,,,,,,,,7,0
STU1676,Female,17,Public,Tutong,8076,Postgraduate,Business,Laksamana College of Business,Rejected,A,U,D,E,E,C,B,E,U,E,E,E,,,,,,,,,3,0
STU1677,Female,16,Private,Tutong,3599,Masters Degree,ICT,Politeknik Brunei,Waiting List,B,A,A,B,U,D,E,B,D,E,U,B,,B,,,,,C,,6,2
STU1678,Female,20,Public,Brunei-Muara,4973,Masters Degree,Engineering,IBTE,Rejected,A,E,D,C,B,B,U,C,C,C,B,D,,,,,,,,,8,0
STU1679,Female,16,Private,Brunei-Muara,7726,Postgraduate,ICT,Politeknik Brunei,Accepted,U,B,U,U,E,A,B,U,D,C,U,E,,,,,,,,,4,0
STU1680,Male,18,Public,Tutong,8391,Masters Degree,Health Sciences,Universiti Brunei Darussalam (UBD),Waiting List,D,A,C,U,E,A,C,A,D,C,E,B,,,,,D,D,,,7,0
STU1681,Male,16,International,Tutong,6827,Masters Degree,Business,Laksamana College of Business,Rejected,A,D,A,A,B,B,E,A,E,U,D,U,,,,,,,,,6,0
STU1682,Female,16,Private,Tutong,5793,Diploma,Health Sciences,Universiti Brunei Darussalam (UBD),Waiting List,C,E,A,B,U,E,D,U,A,E,C,U,,,D,,B,,,,5,1
STU1683,Male,16,International,Belait,7610,Postgraduate,Engineering,IBTE,Waiting List,D,E,B,C,A,D,U,D,D,A,C,U,,,B,,,,U,,5,1
STU1684,Male,18,Public,Temburong,7893,Postgraduate,Health Sciences,Universiti Brunei Darussalam (UBD),Waiting List,B,E,B,A,B,E,D,B,E,D,D,D,,,D,,,,,,5,0
STU1685,Male,20,Public,Brunei-Muara,8573,Postgraduate,Engineering,IBTE,Rejected,D,C,D,E,B,A,A,B,C,E,U,A,,,,,,,,,7,0
STU1686,Female,18,Private,Belait,2957,Postgraduate,Business,Laksamana College of Business,Accepted,U,C,E,D,C,D,A,E,U,E,B,A,,B,,,D,,E,,5,1
STU1687,Male,16,Public,Temburong,4876,Postgraduate,ICT,Politeknik Brunei,Accepted,D,E,U,D,B,B,U,B,D,D,U,C,C,,,,C,,,,4,2
STU1688,Female,18,Public,Brunei-Muara,1433,Postgraduate,Engineering,IBTE,Waiting List,E,E,D,E,E,E,A,A,D,U,E,C,,,,,,,,,3,0
STU1689,Male,17,Public,Belait,6925,Masters Degree,ICT,Politeknik Brunei,Accepted,U,B,D,E,C,B,B,A,C,D,B,E,,,,,,D,C,,7,1
STU1690,Female,18,Public,Brunei-Muara,1778,Postgraduate,Engineering,IBTE,Waiting List,B,A,E,C,B,B,B,C,E,D,B,A,,,,,,,,,9,0
STU1691,Female,16,International,Temburong,2111,Diploma,Business,Laksamana College of Business,Accepted,A,C,D,C,D,C,U,E,A,D,E,U,,A,,,,,,,5,1
STU1692,Female,20,International,Brunei-Muara,1148,Masters Degree,ICT,Politeknik Brunei,Rejected,D,U,A,E,B,U,D,D,C,C,D,E,,,B,,,,D,,4,1
STU1693,Male,18,International,Temburong,5530,Diploma,Health Sciences,Universiti Brunei Darussalam (UBD),Accepted,D,A,D,B,E,E,B,D,C,A,D,D,,,,,E,,,,5,0
STU1694,Female,16,Public,Brunei-Muara,6664,Degree,Engineering,IBTE,Accepted,D,A,D,B,C,B,E,C,D,A,E,B,,,,,,,,,7,0
STU1695,Male,17,Public,Temburong,6512,Postgraduate,Engineering,IBTE,Accepted,U,B,C,E,U,U,U,A,U,C,D,D,A,,,B,E,,,,4,2
STU1696,Female,17,International,Belait,8458,Postgraduate,ICT,Politeknik Brunei,Accepted,D,U,E,A,C,U,C,A,E,D,D,E,,,U,,,A,,D,4,1
STU1697,Male,18,Private,Tutong,9883,Diploma,Health Sciences,Universiti Brunei Darussalam (UBD),Accepted,E,C,C,B,A,A,B,E,A,E,E,A,,,,,,,,,8,0
STU1698,Female,17,Public,Temburong,2984,Postgraduate,Health Sciences,Universiti Brunei Darussalam (UBD),Rejected,D,C,D,B,A,C,E,U,A,D,C,A,,,,,,A,,,7,1
STU1699,Male,16,Public,Belait,8289,Postgraduate,Engineering,IBTE,Accepted,B,E,E,A,A,C,D,D,U,D,U,B,E,U,,,E,,,,5,0
STU1700,Female,16,Private,Tutong,2314,Diploma,ICT,Politeknik Brunei,Waiting List,B,C,A,D,C,U,A,C,E,U,B,A,,A,,,,,E,,8,1
STU1701,Male,19,Public,Temburong,5450,Degree,Business,Laksamana College of Business,Accepted,A,U,B,C,A,U,B,A,C,B,D,A,,,,,,,,,9,0
STU1702,Male,19,International,Tutong,2497,Postgraduate,Engineering,IBTE,Accepted,U,B,A,U,U,A,D,A,C,B,D,A,,,,,,C,,,7,1
STU1703,Female,19,Private,Temburong,4024,Diploma,ICT,Politeknik Brunei,Accepted,A,U,U,E,C,B,B,E,B,U,C,U,,A,,,,B,,,6,2
STU1704,Female,17,International,Brunei-Muara,1911,Degree,ICT,Politeknik Brunei,Rejected,U,A,B,A,D,U,U,A,D,B,C,D,C,,,,,,,A,6,2
STU1705,Male,19,Public,Brunei-Muara,6625,Postgraduate,Health Sciences,Universiti Brunei Darussalam (UBD),Waiting List,C,U,E,A,U,D,E,C,D,B,B,U,U,,,,B,,,,5,1
STU1706,Female,18,Private,Temburong,5697,Masters Degree,Health Sciences,Universiti Brunei Darussalam (UBD),Rejected,C,C,D,U,A,U,U,U,B,U,E,E,E,,,,,,B,,4,1
STU1707,Male,18,International,Brunei-Muara,6685,Diploma,Health Sciences,Universiti Brunei Darussalam (UBD),Waiting List,B,E,B,D,A,C,E,U,A,C,E,C,,,,,,,,,7,0
STU1708,Female,20,Public,Temburong,6029,Postgraduate,Business,Laksamana College of Business,Accepted,E,A,B,A,D,A,A,B,D,C,D,D,,,,,,,,,7,0
STU1709,Male,18,Private,Brunei-Muara,5191,Postgraduate,ICT,Politeknik Brunei,Rejected,D,E,B,D,U,C,C,U,U,B,A,E,,,,,,,,,5,0
STU1710,Male,17,Public,Tutong,9781,Degree,Health Sciences,Universiti Brunei Darussalam (UBD),Waiting List,B,C,C,B,U,D,C,B,B,B,U,C,,U,,,,,,,9,0
STU1711,Male,19,Private,Temburong,7390,Degree,Health Sciences,Universiti Brunei Darussalam (UBD),Rejected,A,A,A,E,U,D,B,C,C,B,U,U,,,,,,,,,7,0
STU1712,Female,20,Public,Belait,4283,Degree,Engineering,IBTE,Accepted,B,B,C,U,B,A,E,B,E,E,D,E,,,D,,,C,,,6,1
STU1713,Female,18,International,Temburong,3617,Masters Degree,Engineering,IBTE,Waiting List,C,B,B,D,B,D,A,C,D,B,C,A,,,D,A,,,,,9,1
STU1714,Male,16,Private,Temburong,6439,Masters Degree,Health Sciences,Universiti Brunei Darussalam (UBD),Rejected,D,C,A,U,U,U,U,E,A,B,C,B,,,,,U,E,D,,6,0
STU1715,Male,16,Private,Belait,7850,Diploma,ICT,Politeknik Brunei,Rejected,E,C,A,E,D,D,B,U,D,D,C,D,,,,,,,,,4,0
STU1716,Female,20,Public,Tutong,4102,Diploma,Health Sciences,Universiti Brunei Darussalam (UBD),Accepted,U,D,D,U,A,U,U,A,B,A,C,E,,,,A,,B,,C,5,3
STU1717,Male,20,Public,Brunei-Muara,4183,Diploma,Business,Laksamana College of Business,Accepted,C,C,C,B,E,B,D,C,E,E,E,U,,,,,,,,,6,0
STU1718,Male,16,Private,Belait,7109,Postgraduate,Engineering,IBTE,Waiting List,B,E,U,B,A,D,A,A,A,U,E,D,D,,,,,,,,6,0
STU1719,Female,18,Private,Belait,6491,Postgraduate,ICT,Politeknik Brunei,Waiting List,A,B,B,E,C,U,E,D,D,A,A,U,,,,,,,,,6,0
STU1720,Male,18,Private,Brunei-Muara,2057,Postgraduate,Business,Laksamana College of Business,Waiting List,D,D,C,B,D,D,U,D,E,B,A,E,,,,,A,,,,4,1
STU1721,Female,18,Public,Tutong,8240,Postgraduate,ICT,Politeknik Brunei,Waiting List,B,B,A,D,C,U,E,U,C,B,E,B,,,,,,,,,7,0
STU1722,Male,16,Private,Tutong,1121,Diploma,Health Sciences,Universiti Brunei Darussalam (UBD),Waiting List,U,A,D,A,A,U,C,E,D,B,A,U,,,,,,,,,6,0
STU1723,Male,18,International,Tutong,8915,Diploma,Health Sciences,Universiti Brunei Darussalam (UBD),Accepted,D,C,B,U,D,E,C,A,U,U,D,D,,,D,,U,,,,4,0
STU1724,Male,20,Public,Brunei-Muara,2043,Degree,ICT,Politeknik Brunei,Waiting List,E,E,E,C,D,D,B,C,U,D,C,C,,,,,,,,,5,0
STU1725,Female,19,Private,Brunei-Muara,8713,Postgraduate,ICT,Politeknik Brunei,Waiting List,A,C,B,C,U,D,U,U,A,C,U,B,,,,,A,B,B,,7,3
STU1726,Female,16,International,Temburong,2351,Degree,Health Sciences,Universiti Brunei Darussalam (UBD),Waiting List,D,A,A,C,B,U,C,D,U,U,A,U,,,,,,,,D,6,0
STU1727,Female,18,Private,Belait,4029,Postgraduate,Health Sciences,Universiti Brunei Darussalam (UBD),Rejected,U,C,D,B,A,E,E,U,C,B,D,U,,,,,,,,,5,0
STU1728,Male,17,Public,Brunei-Muara,6514,Postgraduate,Health Sciences,Universiti Brunei Darussalam (UBD),Waiting List,D,D,C,U,U,D,A,U,C,E,B,C,,D,,,,,C,A,5,2
STU1729,Female,17,Public,Brunei-Muara,6320,Masters Degree,Engineering,IBTE,Rejected,B,C,B,E,A,A,B,A,D,A,A,U,,C,,A,,,,A,9,3
STU1730,Male,18,Public,Tutong,2819,Masters Degree,Engineering,IBTE,Rejected,B,E,B,A,D,E,U,A,U,B,B,B,,,,,,,,,7,0
STU1731,Female,18,Private,Temburong,9719,Diploma,ICT,Politeknik Brunei,Accepted,U,B,E,D,C,C,B,C,U,A,D,D,,,,,,,,,6,0
STU1732,Male,18,Public,Belait,2097,Degree,Engineering,IBTE,Rejected,E,B,C,U,U,C,D,A,C,B,E,U,,,,,,,,,6,0
STU1733,Male,19,Public,Temburong,4232,Degree,Health Sciences,Universiti Brunei Darussalam (UBD),Accepted,E,C,B,A,A,A,U,E,C,B,C,A,,,,,U,C,,,9,1
STU1734,Female,18,Public,Temburong,8315,Postgraduate,Engineering,IBTE,Accepted,E,U,A,C,A,U,E,C,C,A,U,D,,,A,,,,,,6,1
STU1735,Male,18,Private,Tutong,9309,Masters Degree,Health Sciences,Universiti Brunei Darussalam (UBD),Accepted,E,D,A,C,C,U,C,E,A,D,B,U,,B,,,,,,,6,1
STU1736,Male,18,International,Tutong,5322,Masters Degree,Health Sciences,Universiti Brunei Darussalam (UBD),Accepted,U,A,U,A,U,B,U,B,C,U,A,U,,,,,B,,,,6,1
STU1737,Female,19,Private,Brunei-Muara,8577,Masters Degree,Health Sciences,Universiti Brunei Darussalam (UBD),Accepted,D,A,E,E,U,U,D,D,U,A,E,D,,,,,,,,,2,0
STU1738,Female,17,International,Belait,8895,Diploma,Business,Laksamana College of Business,Waiting List,B,D,A,B,U,A,D,U,E,U,B,U,,,D,,U,,,D,5,0
STU1739,Female,17,Private,Temburong,9698,Diploma,Business,Laksamana College of Business,Accepted,E,C,C,U,A,A,E,E,E,U,D,C,,,,,,,,,5,0
STU1740,Female,17,Private,Belait,8364,Masters Degree,ICT,Politeknik Brunei,Rejected,A,A,B,U,A,D,A,B,C,E,D,A,,,,,,,D,,8,0
STU1741,Male,16,Public,Belait,4069,Diploma,ICT,Politeknik Brunei,Waiting List,E,B,D,A,A,U,A,C,U,B,D,U,,,,,,,,,6,0
STU1742,Female,17,International,Tutong,6543,Degree,Engineering,IBTE,Waiting List,E,E,A,E,A,E,A,A,C,B,A,U,,U,,,,,,,7,0
STU1743,Female,17,Private,Belait,9405,Diploma,Health Sciences,Universiti Brunei Darussalam (UBD),Waiting List,E,B,E,A,B,D,C,A,B,A,C,D,,,,,,C,,,8,1
STU1744,Female,18,International,Brunei-Muara,4214,Degree,Engineering,IBTE,Rejected,E,B,B,A,B,U,C,B,U,U,E,U,,,,,,,,,6,0
STU1745,Female,19,Private,Tutong,9603,Diploma,Engineering,IBTE,Waiting List,B,U,U,D,U,C,C,U,A,C,A,E,,,,,,,D,,6,0
STU1746,Male,18,Private,Tutong,1802,Masters Degree,Engineering,IBTE,Waiting List,D,E,C,A,E,B,D,E,U,E,D,D,,,E,,,,,,3,0
STU1747,Female,20,Private,Tutong,7854,Postgraduate,Business,Laksamana College of Business,Waiting List,C,D,A,C,A,A,D,U,D,C,U,A,,,,,,,,,7,0
STU1748,Male,20,Private,Brunei-Muara,4597,Masters Degree,Health Sciences,Universiti Brunei Darussalam (UBD),Waiting List,A,E,U,E,D,E,U,U,B,E,C,A,,,,,,E,,,4,0
STU1749,Male,16,International,Brunei-Muara,2002,Degree,Business,Laksamana College of Business,Waiting List,A,C,U,A,B,C,D,U,D,C,E,U,,,,,,,,,6,0
STU1750,Female,17,Private,Belait,2100,Postgraduate,Engineering,IBTE,Rejected,B,D,B,U,C,B,C,D,A,E,U,U,,,,,,,,,6,0
STU1751,Female,19,International,Belait,4101,Degree,Health Sciences,Universiti Brunei Darussalam (UBD),Rejected,A,C,D,E,C,E,D,B,U,U,U,U,,,,,,,,,4,0
STU1752,Male,19,International,Tutong,5753,Masters Degree,ICT,Politeknik Brunei,Rejected,C,B,D,D,E,B,U,B,D,C,E,A,,,,,,D,,,6,0
STU1753,Male,17,Public,Belait,1813,Masters Degree,Business,Laksamana College of Business,Rejected,U,B,C,A,C,C,C,D,D,D,B,C,,,,,,,,,8,0
STU1754,Male,20,Private,Brunei-Muara,2377,Masters Degree,Engineering,IBTE,Rejected,D,E,C,B,U,E,C,A,C,E,C,E,,,,,,,,U,6,0
STU1755,Female,18,International,Brunei-Muara,6792,Diploma,ICT,Politeknik Brunei,Accepted,E,B,E,C,B,C,D,A,E,D,A,D,,,,,,,,,6,0
STU1756,Male,16,Private,Tutong,8557,Masters Degree,Engineering,IBTE,Rejected,E,C,U,A,E,D,B,D,C,U,A,D,,,,,,,,,5,0
STU1757,Female,19,Private,Temburong,2787,Masters Degree,Engineering,IBTE,Rejected,U,A,C,E,B,A,B,U,E,C,A,A,,,,,B,C,A,,8,3
STU1758,Male,19,International,Brunei-Muara,9090,Postgraduate,ICT,Politeknik Brunei,Accepted,E,U,B,A,E,C,E,D,B,B,B,E,E,,,,,,,,6,0
STU1759,Female,17,Public,Temburong,1125,Degree,Business,Laksamana College of Business,Accepted,E,U,E,D,A,D,D,U,D,D,B,E,A,,,U,,,,E,2,1
STU1760,Male,18,Private,Belait,6882,Masters Degree,Engineering,IBTE,Rejected,U,C,C,E,E,B,C,D,A,E,C,C,,,,,,,,,7,0
STU1761,Female,16,International,Tutong,5307,Postgraduate,Engineering,IBTE,Waiting List,U,B,A,C,D,E,D,A,E,D,E,B,B,,,,,U,,U,5,1
STU1762,Male,18,Private,Belait,3148,Diploma,Engineering,IBTE,Waiting List,D,D,A,U,U,E,D,C,A,D,B,E,,,,,,,,,4,0
STU1763,Male,17,Public,Tutong,1000,Postgraduate,Health Sciences,Universiti Brunei Darussalam (UBD),Rejected,E,U,E,D,E,C,A,E,D,E,B,A,,U,E,,,,,E,4,0
STU1764,Female,16,Private,Tutong,8024,Masters Degree,Health Sciences,Universiti Brunei Darussalam (UBD),Waiting List,A,A,D,D,B,D,E,D,E,U,C,C,,E,B,,,,,,5,1
STU1765,Female,20,Public,Temburong,4069,Postgraduate,Business,Laksamana College of Business,Accepted,A,U,U,E,B,C,D,C,C,B,D,B,,,,,,,,,7,0
STU1766,Female,16,International,Belait,6313,Degree,Business,Laksamana College of Business,Rejected,B,U,C,U,E,C,C,C,U,E,C,B,U,,,E,,D,,,7,0
STU1767,Male,20,International,Brunei-Muara,1591,Diploma,Engineering,IBTE,Rejected,B,D,B,C,A,E,U,A,E,E,D,C,,,,,,,,,6,0
STU1768,Female,18,Private,Tutong,4262,Diploma,ICT,Politeknik Brunei,Waiting List,C,C,D,B,U,E,C,D,D,U,E,A,,,,,,,,,5,0
STU1769,Female,18,Public,Tutong,6550,Diploma,Health Sciences,Universiti Brunei Darussalam (UBD),Accepted,D,D,C,A,E,E,E,B,U,U,E,C,,,,,,,,,4,0
STU1770,Male,19,International,Tutong,7402,Masters Degree,Business,Laksamana College of Business,Rejected,D,U,D,U,B,B,A,B,E,E,B,B,,,,,,,,,6,0
STU1771,Female,18,Private,Tutong,1378,Degree,Health Sciences,Universiti Brunei Darussalam (UBD),Accepted,B,D,B,E,C,B,D,C,U,E,A,B,,,,,,,,,7,0
STU1772,Male,20,International,Temburong,2000,Masters Degree,Health Sciences,Universiti Brunei Darussalam (UBD),Accepted,E,U,B,E,B,U,E,B,B,D,B,E,,C,,B,,B,,,5,3
STU1773,Male,16,Private,Brunei-Muara,2322,Diploma,Health Sciences,Universiti Brunei Darussalam (UBD),Accepted,A,A,D,A,B,B,E,C,B,E,A,B,,,,,,,,,9,0
STU1774,Male,19,International,Brunei-Muara,7307,Degree,Engineering,IBTE,Waiting List,B,B,A,U,E,A,E,A,E,U,C,U,,,,,,,,,6,0
STU1775,Female,18,International,Brunei-Muara,4833,Diploma,Health Sciences,Universiti Brunei Darussalam (UBD),Accepted,U,C,B,U,U,A,B,D,A,A,E,E,,,,,,,,,6,0
STU1776,Male,20,International,Brunei-Muara,4844,Degree,Health Sciences,Universiti Brunei Darussalam (UBD),Waiting List,B,C,A,D,C,A,C,C,A,D,C,C,,,,,,,,B,10,1
STU1777,Female,18,International,Tutong,6694,Postgraduate,ICT,Politeknik Brunei,Rejected,D,B,D,A,D,E,U,D,A,U,B,D,,,,,,,,,4,0
STU1778,Male,19,Private,Belait,9940,Diploma,ICT,Politeknik Brunei,Waiting List,E,D,B,B,U,A,A,C,E,U,A,C,,,,,,,,,7,0
STU1779,Male,20,Private,Temburong,3245,Masters Degree,Engineering,IBTE,Waiting List,D,D,C,E,E,A,A,C,B,E,E,E,,,,,,,,,5,0
STU1780,Male,20,Public,Temburong,4312,Degree,Business,Laksamana College of Business,Rejected,C,E,C,A,D,U,E,U,E,U,C,A,,,,,,,,,5,0
STU1781,Female,18,Private,Brunei-Muara,8401,Postgraduate,Health Sciences,Universiti Brunei Darussalam (UBD),Rejected,D,U,B,C,A,U,A,U,C,E,C,E,,,,,,,,,6,0
STU1782,Male,18,International,Brunei-Muara,9464,Postgraduate,Health Sciences,Universiti Brunei Darussalam (UBD),Rejected,A,B,U,D,E,U,C,C,A,U,E,A,,,,,,,,,6,0
STU1783,Female,19,Public,Tutong,7560,Postgraduate,Engineering,IBTE,Rejected,B,D,U,D,B,B,U,A,D,B,U,C,,,,B,,B,U,,6,2
STU1784,Female,16,Private,Belait,6003,Postgraduate,Business,Laksamana College of Business,Accepted,C,A,B,C,D,E,A,E,E,A,A,U,D,,,U,,,A,,7,1
STU1785,Female,17,Public,Temburong,9215,Masters Degree,ICT,Politeknik Brunei,Waiting List,C,D,U,U,C,U,U,B,E,A,E,C,,B,,,,,,,5,1
STU1786,Male,20,Private,Brunei-Muara,3578,Diploma,ICT,Politeknik Brunei,Rejected,B,C,D,D,C,A,B,U,A,B,B,U,,,,,,,,,8,0
STU1787,Female,16,Public,Temburong,8492,Degree,Business,Laksamana College of Business,Rejected,C,U,D,C,U,E,B,U,C,C,U,C,,U,,,A,B,,,6,2
STU1788,Female,17,International,Temburong,6448,Degree,Health Sciences,Universiti Brunei Darussalam (UBD),Waiting List,E,E,U,B,B,D,E,E,U,E,U,C,,,,,,,,,3,0
STU1789,Female,18,Public,Temburong,9171,Masters Degree,Engineering,IBTE,Rejected,C,A,D,A,E,U,B,E,E,B,D,D,,,,,,,,,5,0
STU1790,Female,19,Public,Temburong,6305,Postgraduate,ICT,Politeknik Brunei,Accepted,D,B,C,E,A,D,U,U,C,U,B,E,,,,,,,,,5,0
STU1791,Female,18,Public,Belait,5011,Diploma,Health Sciences,Universiti Brunei Darussalam (UBD),Accepted,E,E,B,B,U,D,A,U,E,E,E,A,,,,,,,,,4,0
STU1792,Female,20,International,Temburong,4775,Masters Degree,Engineering,IBTE,Accepted,D,E,D,A,A,U,C,C,E,U,A,U,C,,,C,,,,,5,2
STU1793,Female,18,Public,Brunei-Muara,4263,Masters Degree,ICT,Politeknik Brunei,Waiting List,B,U,B,U,C,B,B,D,C,A,U,E,,,D,,,,,,7,0
STU1794,Male,19,Public,Tutong,6553,Masters Degree,Engineering,IBTE,Waiting List,E,B,D,D,U,U,B,U,B,A,A,E,,,,,,,,,5,0
STU1795,Male,19,Public,Tutong,8611,Postgraduate,ICT,Politeknik Brunei,Rejected,U,E,C,B,E,U,D,U,B,A,D,U,,,,,,,,,4,0
STU1796,Female,16,Private,Belait,1584,Diploma,Business,Laksamana College of Business,Accepted,D,D,E,B,E,A,A,C,E,C,A,D,,D,,B,,E,,,6,1
STU1797,Female,16,Private,Temburong,4783,Degree,Health Sciences,Universiti Brunei Darussalam (UBD),Waiting List,A,E,U,E,D,A,D,A,B,D,D,E,,D,C,,,,,C,4,2
STU1798,Male,16,International,Tutong,6634,Postgraduate,Business,Laksamana College of Business,Waiting List,A,D,B,B,U,U,B,C,E,E,B,C,,,,,U,,,,7,0
STU1799,Male,19,International,Temburong,7225,Postgraduate,ICT,Politeknik Brunei,Accepted,A,E,B,E,C,B,A,C,B,B,E,A,E,,,,,,,,9,0
STU1800,Male,18,Private,Brunei-Muara,4328,Degree,Business,Laksamana College of Business,Rejected,C,C,E,B,E,A,E,D,C,U,U,A,,,C,,,,,A,6,2
STU1801,Female,18,International,Temburong,2519,Postgraduate,ICT,Politeknik Brunei,Waiting List,U,E,C,D,A,A,B,E,D,C,A,B,,,,,,,,,7,0
