Student_ID,Age,Gender,School_Type,District,O_Level_Results,A_Level_Results,O_Level_Credits,A_Level_Credits,Preferred_Program,Preferred_Institution,Enrolled,Program,Success_Level,Previous_Achievements,Extra_Curricular,Interest_Areas,Recommended_Program,Household_Income,Parental_Education,Attendance,Study_Hours
STU1677,20,Male,Private,Tutong,4.47,3.86,4,4,Business,Universiti Brunei Darussalam,0,Education,Medium,Sports,0,Arts,Health Sciences,1161,Degree,84.38,18
STU1678,17,Female,Private,Temburong,7.6,6.98,6,3,Engineering,Micronet International College,1,IT,Medium,Arts,1,Business,Engineering,3251,Degree,82.21,18
STU1679,18,Male,Public,Tutong,6.66,2.12,8,4,Business,International Graduate Studies College,0,Education,Low,None,0,Humanities,Business,1194,Masters,84.21,15
STU1680,18,Male,Public,Tutong,3.54,6.93,5,2,Education,Politeknik Brunei,1,Business,Low,Sports,1,Science,Business,2426,Degree,94.49,8
STU1681,20,Male,Public,Temburong,2.13,7.54,9,3,Engineering,International Graduate Studies College,1,Business,Low,Debate,0,Technology,Business,4291,Masters,95.9,12
STU1682,20,Male,Private,Temburong,5.88,4.59,8,2,IT,Micronet International College,1,IT,Low,Debate,1,Humanities,Health Sciences,1323,Diploma,90.94,19
STU1683,18,Female,Private,Brunei-Muara,5.47,2.27,6,3,Engineering,Micronet International College,1,IT,High,None,0,Arts,Education,4509,High School,91.04,14
STU1684,17,Female,Private,Brunei-Muara,8.12,8.71,9,3,Business,Micronet International College,0,Business,Medium,Arts,1,Business,Education,4565,High School,90.57,18
STU1685,17,Male,Private,Tutong,3.91,4.61,7,1,Business,Micronet International College,0,IT,High,Sports,1,Arts,Health Sciences,2962,Diploma,98.87,9
STU1686,21,Male,Private,Belait,7.9,7.96,5,4,Health Sciences,Universiti Brunei Darussalam,1,IT,High,Sports,0,Humanities,Health Sciences,1894,High School,85.03,10
STU1687,17,Male,Private,Temburong,4.76,3.02,7,1,Health Sciences,Universiti Brunei Darussalam,0,IT,Medium,None,0,Arts,IT,4865,Diploma,83.81,11
STU1688,18,Male,Public,Tutong,2.49,4.57,4,4,IT,Politeknik Brunei,0,Education,High,None,0,Technology,Business,1253,Diploma,91.28,12
STU1689,18,Male,Public,Brunei-Muara,7.13,7.39,7,2,Health Sciences,Universiti Brunei Darussalam,1,Health Sciences,Medium,Arts,0,Science,IT,1202,High School,98.69,7
STU1690,17,Male,Public,Tutong,6.06,4.46,8,2,Business,Universiti Brunei Darussalam,0,IT,Low,Debate,0,Business,Education,4758,High School,97.71,11
STU1691,21,Female,Private,Brunei-Muara,7.34,3.78,8,2,Business,International Graduate Studies College,0,Health Sciences,Medium,Debate,1,Arts,Education,1986,High School,84.05,15
STU1692,20,Male,Public,Belait,5.11,2.46,4,2,Engineering,Micronet International College,0,Engineering,High,Sports,0,Humanities,Health Sciences,4719,Degree,90.11,12
STU1693,20,Male,Private,Tutong,6.05,2.86,9,2,Health Sciences,International Graduate Studies College,0,IT,Low,Arts,0,Science,IT,3570,Degree,82.71,9
STU1694,17,Male,Public,Belait,6.08,6.2,5,3,Education,Politeknik Brunei,1,Education,Medium,Arts,0,Technology,Engineering,3829,Diploma,77.42,15
STU1695,21,Male,Private,Tutong,7.47,3.57,9,1,Engineering,Politeknik Brunei,0,Health Sciences,High,Science Fair,1,Humanities,Education,3497,Diploma,84.36,19
STU1696,21,Female,Public,Tutong,5.41,4.29,5,3,IT,Micronet International College,1,Education,Low,Science Fair,1,Humanities,Education,2607,Degree,94.32,15
STU1697,21,Male,Private,Tutong,3.83,2.38,6,4,Business,International Graduate Studies College,1,IT,High,Arts,0,Technology,Education,3246,High School,77.35,14
STU1698,19,Female,Public,Brunei-Muara,8.68,5.79,8,1,Engineering,International Graduate Studies College,0,Engineering,High,Debate,0,Arts,IT,2841,Degree,96.4,10
STU1699,20,Male,Public,Tutong,6.74,3.44,9,1,Business,Universiti Brunei Darussalam,1,Engineering,High,Sports,0,Business,Education,3743,Degree,91.26,18
STU1700,21,Female,Public,Tutong,5.89,4.62,6,4,Business,Micronet International College,0,Education,High,Arts,0,Science,Health Sciences,3395,High School,81.23,9
STU1701,21,Male,Public,Tutong,4.96,2.18,8,4,Health Sciences,Politeknik Brunei,0,Engineering,Low,Science Fair,0,Business,IT,4097,Masters,82.21,10
STU1702,17,Male,Public,Belait,5.81,4.55,9,4,Engineering,International Graduate Studies College,1,Engineering,Medium,Debate,0,Technology,Engineering,3743,Masters,83.3,19
STU1703,21,Male,Public,Belait,4.16,4.02,9,3,Business,International Graduate Studies College,0,Health Sciences,High,Sports,0,Business,Engineering,4142,High School,76.31,7
STU1704,19,Female,Private,Belait,5.79,8.69,7,2,Health Sciences,Universiti Brunei Darussalam,1,Education,Low,Science Fair,1,Science,Engineering,3021,Degree,91.78,15
STU1705,20,Female,Public,Temburong,8.9,3.6,7,4,Health Sciences,Universiti Brunei Darussalam,1,Health Sciences,High,Debate,0,Technology,Business,4679,Degree,87.37,9
STU1706,18,Female,Private,Brunei-Muara,8.66,3.5,7,1,Engineering,Micronet International College,1,Business,Low,Arts,1,Humanities,Education,1875,High School,87.84,17
STU1707,20,Male,Public,Tutong,4.17,4.21,7,2,Engineering,Universiti Brunei Darussalam,1,Engineering,High,Sports,0,Business,Education,1416,Degree,83.39,8
STU1708,21,Male,Public,Belait,7.92,2.36,4,4,Business,Micronet International College,1,Health Sciences,Low,Arts,0,Humanities,Business,1832,High School,86.61,5
STU1709,17,Male,Private,Belait,6.6,7.95,6,3,Health Sciences,International Graduate Studies College,0,Education,Medium,Sports,1,Arts,IT,4727,Degree,90.4,15
STU1710,17,Male,Private,Temburong,7.85,3.2,7,1,Health Sciences,Politeknik Brunei,0,IT,Low,None,0,Humanities,IT,4327,Masters,76.51,16
STU1711,21,Male,Private,Tutong,7.98,6.76,6,2,Engineering,International Graduate Studies College,0,Education,Medium,Arts,0,Arts,Business,4848,High School,94.96,17
STU1712,20,Female,Public,Temburong,2.62,4.24,7,2,IT,Politeknik Brunei,1,Health Sciences,High,Debate,1,Humanities,Education,1785,Masters,92.82,13
STU1713,18,Male,Private,Tutong,7.08,8.15,4,3,Business,Micronet International College,1,Business,High,Debate,1,Business,IT,4003,Masters,82.23,15
STU1714,17,Female,Private,Belait,8.74,6.14,8,2,Engineering,Politeknik Brunei,0,Business,Low,Science Fair,1,Arts,Health Sciences,4474,Degree,89.08,7
STU1715,20,Female,Private,Belait,6.35,5.18,4,4,Business,Politeknik Brunei,0,Education,Low,Arts,1,Arts,IT,3472,Masters,82.6,6
STU1716,20,Male,Private,Brunei-Muara,8.08,6.28,6,1,Health Sciences,International Graduate Studies College,0,Health Sciences,Low,Arts,0,Science,Engineering,3762,Masters,80.22,5
STU1717,21,Female,Public,Brunei-Muara,8.12,5.6,9,3,IT,International Graduate Studies College,0,Education,Medium,Sports,0,Humanities,Business,4457,Diploma,90.43,12
STU1718,18,Female,Public,Belait,8.95,6.12,7,1,Education,International Graduate Studies College,0,IT,High,None,0,Science,Education,4669,Masters,87.62,13
STU1719,19,Female,Public,Temburong,6.23,8.83,8,3,Engineering,Politeknik Brunei,0,Business,High,Debate,1,Arts,IT,3379,High School,80.2,5
STU1720,17,Male,Private,Brunei-Muara,4.75,3.24,4,1,Education,International Graduate Studies College,0,IT,Low,None,0,Business,Education,2295,Masters,87.17,5
STU1721,21,Male,Private,Brunei-Muara,5.26,2.13,5,2,IT,International Graduate Studies College,1,IT,Medium,Sports,1,Science,Education,2299,Diploma,83.44,16
STU1722,21,Male,Public,Brunei-Muara,6.73,2.2,9,1,Health Sciences,Politeknik Brunei,0,Health Sciences,Medium,Sports,1,Arts,Engineering,4935,High School,80.53,6
STU1723,19,Male,Private,Temburong,5.75,4.13,6,4,Education,International Graduate Studies College,0,Health Sciences,High,Science Fair,0,Humanities,Education,4220,Degree,78.87,16
STU1724,17,Female,Public,Belait,6.49,7.59,4,4,Engineering,Micronet International College,0,IT,High,Science Fair,0,Science,Engineering,4494,Diploma,75.34,10
STU1725,21,Male,Private,Temburong,7.56,3.95,5,3,Engineering,International Graduate Studies College,1,Education,Low,Debate,0,Technology,Education,4926,Diploma,96.38,9
STU1726,18,Male,Public,Temburong,5.89,3.86,8,1,Business,International Graduate Studies College,0,Engineering,Low,None,0,Humanities,IT,4667,Masters,79.93,16
STU1727,19,Female,Public,Belait,8.79,7.17,7,4,Business,Micronet International College,1,Education,High,Science Fair,1,Business,IT,1131,Diploma,89.23,19
STU1728,20,Female,Private,Tutong,6.9,4.97,9,4,Education,Micronet International College,0,Engineering,Low,Arts,1,Science,IT,2253,Masters,81.21,16
STU1729,21,Male,Public,Tutong,3.34,4.59,8,4,Health Sciences,Universiti Brunei Darussalam,1,Health Sciences,High,Sports,0,Technology,IT,4482,Masters,93.59,5
STU1730,19,Female,Public,Temburong,3.29,5.41,4,4,Engineering,Universiti Brunei Darussalam,0,Business,High,Sports,1,Arts,IT,4951,Degree,81.03,8
STU1731,19,Male,Public,Tutong,2.01,3.87,8,4,IT,Micronet International College,0,Engineering,Low,Debate,0,Business,Education,2338,Degree,81.26,16
STU1732,17,Female,Public,Belait,6.21,4.04,6,4,Business,Micronet International College,0,Engineering,Low,Debate,1,Humanities,Health Sciences,1307,Degree,96.28,15
STU1733,17,Male,Private,Temburong,6.5,5.68,6,3,Business,Politeknik Brunei,0,Education,High,Sports,0,Arts,Education,3050,Masters,90.43,16
STU1734,17,Female,Public,Belait,2.1,3.3,5,1,Business,International Graduate Studies College,0,IT,High,Science Fair,1,Humanities,IT,2702,High School,99.92,7
STU1735,20,Female,Public,Tutong,8.57,7.72,7,1,Education,International Graduate Studies College,1,Education,High,Arts,1,Business,Education,3956,High School,86.42,7
STU1736,18,Male,Private,Brunei-Muara,5.8,8.19,4,4,Health Sciences,International Graduate Studies College,1,Business,Medium,Sports,0,Humanities,Health Sciences,3918,Degree,78.62,18
STU1737,19,Male,Private,Temburong,6.23,2.3,9,1,Business,Politeknik Brunei,0,Business,Low,None,0,Arts,IT,2978,Masters,81.38,17
STU1738,20,Female,Public,Brunei-Muara,5.68,7.68,4,4,Engineering,International Graduate Studies College,1,Education,Low,None,1,Humanities,IT,4904,Masters,75.59,13
STU1739,19,Female,Private,Belait,7.63,3.84,8,4,Business,International Graduate Studies College,0,IT,High,Sports,1,Arts,IT,3221,Masters,86.65,8
STU1740,17,Female,Private,Belait,7.87,6.3,6,4,Business,Politeknik Brunei,0,Business,High,Arts,1,Humanities,IT,2817,Degree,91.77,16
STU1741,18,Male,Private,Belait,3.69,3.59,5,3,IT,Politeknik Brunei,0,Health Sciences,Low,None,1,Humanities,Engineering,3152,Degree,81.28,11
STU1742,19,Male,Private,Brunei-Muara,3.49,4.09,6,2,Engineering,Universiti Brunei Darussalam,0,Business,High,Debate,0,Technology,Health Sciences,3056,High School,87.98,6
STU1743,20,Female,Private,Tutong,3.21,2.87,7,1,Business,Universiti Brunei Darussalam,1,Business,Medium,Arts,0,Business,Engineering,4905,Degree,93.54,9
STU1744,18,Male,Private,Brunei-Muara,4.11,5.81,6,1,Health Sciences,International Graduate Studies College,1,Engineering,Medium,Arts,0,Business,Education,2309,Degree,98.88,5
STU1745,18,Male,Private,Tutong,4.77,6.61,9,4,Health Sciences,Politeknik Brunei,0,Business,Medium,Science Fair,1,Technology,Engineering,1239,Diploma,90.41,13
STU1746,21,Male,Private,Brunei-Muara,7.65,4.16,6,4,Engineering,International Graduate Studies College,0,Education,Medium,Science Fair,1,Technology,Business,3324,Degree,83.72,19
STU1747,17,Female,Public,Belait,7.16,2.05,9,3,Engineering,Micronet International College,1,Engineering,Medium,None,1,Arts,Health Sciences,3086,Degree,78.85,13
STU1748,18,Male,Public,Tutong,5.85,7.96,4,3,Education,Politeknik Brunei,0,IT,Low,Sports,0,Science,Health Sciences,1862,High School,92.07,14
STU1749,20,Male,Private,Belait,3.86,7.68,4,3,Health Sciences,Politeknik Brunei,1,Health Sciences,High,Sports,1,Technology,Health Sciences,1521,Degree,92.86,11
STU1750,21,Female,Public,Tutong,2.7,3.13,9,2,IT,Politeknik Brunei,1,Business,Medium,None,1,Business,Business,1038,Diploma,86.37,18
STU1751,18,Female,Private,Tutong,3.36,2.01,5,3,Business,Politeknik Brunei,0,IT,Medium,None,0,Technology,IT,4533,Diploma,99.01,8
STU1752,18,Male,Private,Belait,4.11,7.8,5,2,IT,Universiti Brunei Darussalam,1,Health Sciences,High,None,1,Business,Education,3251,Diploma,99.72,13
STU1753,19,Male,Private,Brunei-Muara,6.22,3.21,9,1,Health Sciences,Universiti Brunei Darussalam,1,IT,Medium,Science Fair,1,Business,Health Sciences,1285,Degree,88.85,12
STU1754,20,Male,Public,Temburong,6.96,8.05,9,1,Engineering,Universiti Brunei Darussalam,0,Health Sciences,Medium,Sports,0,Business,Education,2742,Diploma,84.41,17
STU1755,19,Male,Private,Temburong,4.36,2.89,5,1,Health Sciences,Micronet International College,1,Engineering,High,Debate,1,Business,Education,4395,High School,77.53,10
STU1756,21,Female,Private,Belait,5.18,4.39,9,4,Business,International Graduate Studies College,1,Business,High,Sports,0,Science,IT,3765,Diploma,80.08,14
STU1757,18,Female,Private,Tutong,8.46,3.04,8,4,Business,Universiti Brunei Darussalam,0,IT,Medium,Debate,0,Technology,Health Sciences,1281,Degree,87.06,6
STU1758,17,Female,Private,Brunei-Muara,5.4,3.52,8,1,Education,International Graduate Studies College,0,Engineering,High,Sports,0,Technology,Health Sciences,1088,Diploma,87.58,6
STU1759,18,Male,Private,Temburong,5.52,6.01,7,1,Health Sciences,Universiti Brunei Darussalam,1,IT,High,Science Fair,0,Arts,Education,4564,Masters,83.8,17
STU1760,19,Male,Public,Belait,8.69,6.17,4,2,Business,Universiti Brunei Darussalam,0,IT,Medium,Arts,1,Business,Health Sciences,4259,Degree,93.6,13
STU1761,21,Male,Private,Temburong,5.16,6.81,6,1,IT,Micronet International College,0,Education,Low,Science Fair,0,Science,Engineering,2970,High School,77.63,12
STU1762,21,Female,Private,Tutong,7.59,7.91,5,1,IT,Micronet International College,0,IT,High,Debate,0,Humanities,IT,4702,Masters,79.64,11
STU1763,19,Female,Public,Tutong,4.18,8.79,8,2,Education,Politeknik Brunei,1,IT,Low,Science Fair,1,Humanities,Education,2481,Degree,95.88,15
STU1764,20,Male,Private,Tutong,6.54,4.22,4,1,Business,Universiti Brunei Darussalam,0,IT,Medium,None,1,Arts,Business,2462,Masters,91.11,17
STU1765,18,Female,Private,Belait,8.34,6.26,8,2,Health Sciences,Politeknik Brunei,0,Engineering,High,Debate,1,Science,Business,1104,Diploma,95.29,17
STU1766,19,Male,Private,Brunei-Muara,4.91,5.54,5,3,Health Sciences,Micronet International College,1,IT,Medium,Sports,0,Science,IT,1216,Diploma,99.68,11
STU1767,20,Male,Private,Brunei-Muara,2.35,2.39,9,1,Engineering,Micronet International College,1,Health Sciences,Low,Debate,1,Humanities,IT,1799,Masters,78.54,12
STU1768,19,Male,Public,Tutong,3.12,7.07,9,4,Health Sciences,Politeknik Brunei,0,Engineering,Medium,None,1,Humanities,IT,2232,Masters,81.41,13
STU1769,21,Female,Private,Tutong,3.29,5.61,6,4,Education,Micronet International College,1,IT,Medium,None,0,Technology,Health Sciences,2617,Diploma,80.29,6
STU1770,21,Female,Public,Brunei-Muara,7.9,7.84,4,2,Engineering,International Graduate Studies College,0,Education,Low,Science Fair,1,Science,Engineering,1468,Diploma,87.19,14
STU1771,18,Female,Public,Belait,4.43,3.95,7,3,Engineering,International Graduate Studies College,0,Business,Medium,None,1,Science,Health Sciences,3555,Masters,93.12,15
STU1772,20,Female,Public,Belait,2.65,5.96,9,4,Education,International Graduate Studies College,1,Health Sciences,Low,Arts,0,Technology,IT,3929,Masters,77.8,16
STU1773,19,Male,Public,Brunei-Muara,7.45,5.33,5,4,Business,Politeknik Brunei,1,Engineering,Low,Science Fair,0,Technology,Engineering,4158,High School,77.94,18
STU1774,21,Female,Private,Belait,8.24,3.59,5,2,Health Sciences,Micronet International College,0,Health Sciences,Medium,None,1,Business,Engineering,2150,High School,76.52,6
STU1775,19,Female,Private,Tutong,4.79,8.49,7,2,Education,International Graduate Studies College,0,IT,High,Science Fair,0,Humanities,Health Sciences,4074,Masters,86.01,10
STU1776,18,Female,Private,Temburong,3.63,6.18,8,4,Engineering,Politeknik Brunei,1,Education,Low,Debate,1,Arts,IT,3015,Degree,80.99,8
STU1777,18,Female,Private,Temburong,2.74,4.46,7,4,Engineering,International Graduate Studies College,1,Engineering,Medium,Debate,1,Science,Business,2280,Diploma,94.69,14
STU1778,19,Female,Private,Temburong,6.07,5.6,9,3,Education,Universiti Brunei Darussalam,0,Education,Medium,Arts,0,Science,Health Sciences,1003,Diploma,91.93,11
STU1779,18,Male,Public,Temburong,8.74,2.25,7,3,Education,Universiti Brunei Darussalam,1,IT,Medium,Science Fair,0,Humanities,Business,3167,Degree,98.4,9
STU1780,21,Male,Private,Brunei-Muara,5.4,4.88,5,1,Health Sciences,Micronet International College,1,Education,Medium,Science Fair,1,Technology,Business,3869,Degree,99.56,12
STU1781,21,Male,Private,Brunei-Muara,7.43,4.11,4,4,Engineering,Micronet International College,1,Health Sciences,High,Debate,1,Arts,IT,3620,Masters,80.41,16
STU1782,18,Female,Public,Tutong,6.88,3.96,4,3,Engineering,International Graduate Studies College,0,Health Sciences,High,Science Fair,1,Technology,Education,2434,Degree,96.38,15
STU1783,20,Female,Public,Brunei-Muara,6.35,5.42,5,2,Engineering,Micronet International College,1,Business,Medium,None,1,Humanities,IT,4274,High School,99.6,5
STU1784,21,Male,Public,Tutong,5.74,6.06,4,3,Business,Universiti Brunei Darussalam,0,Engineering,Low,Debate,0,Humanities,Business,4207,Degree,78.52,6
STU1785,18,Male,Public,Temburong,2.01,8.79,8,2,IT,Universiti Brunei Darussalam,1,Business,High,Science Fair,0,Arts,IT,1856,Degree,92.75,17
STU1786,20,Male,Private,Belait,3.3,8.93,8,2,Business,Universiti Brunei Darussalam,1,IT,High,Arts,0,Humanities,Business,1140,Diploma,79.66,14
STU1787,19,Female,Private,Tutong,2.43,2.96,8,3,Education,Universiti Brunei Darussalam,0,Health Sciences,High,Sports,1,Business,Business,1844,Masters,78.34,17
STU1788,17,Male,Public,Temburong,4.89,8.23,5,1,IT,Universiti Brunei Darussalam,0,Business,Medium,Debate,1,Technology,Engineering,2718,Diploma,95.58,16
STU1789,18,Female,Public,Brunei-Muara,5.39,5.66,8,4,Engineering,Micronet International College,1,Engineering,Low,Debate,0,Business,Business,1887,High School,85.07,10
STU1790,21,Male,Public,Tutong,5.99,3.64,8,4,Education,Universiti Brunei Darussalam,1,Business,Medium,Debate,0,Business,Education,3430,Degree,90.29,12
STU1791,19,Female,Private,Temburong,6.8,6.32,6,1,Engineering,Micronet International College,0,Engineering,Low,Arts,0,Business,Health Sciences,1809,Degree,95,11
STU1792,19,Female,Public,Temburong,8.62,4.54,8,4,Health Sciences,Politeknik Brunei,1,IT,High,Sports,1,Science,IT,1686,High School,99.14,17
STU1793,20,Female,Private,Tutong,8.61,7.56,4,2,Health Sciences,Micronet International College,1,Education,High,Arts,1,Humanities,Business,2779,Diploma,91.63,5
STU1794,18,Male,Public,Brunei-Muara,3.48,6.51,9,3,Engineering,International Graduate Studies College,1,Health Sciences,High,Science Fair,0,Humanities,Education,2864,Degree,94.9,6
STU1795,19,Male,Private,Tutong,2.91,6.46,9,2,IT,International Graduate Studies College,1,Education,High,Science Fair,1,Business,Engineering,3403,Degree,93,6
STU1796,19,Male,Private,Temburong,7.03,6.56,6,4,Business,Politeknik Brunei,0,Business,Low,Debate,0,Technology,Health Sciences,2060,Masters,88.54,16
STU1797,18,Male,Public,Temburong,8.48,8.45,9,2,Education,International Graduate Studies College,1,Business,High,None,1,Arts,Engineering,4783,Degree,94.04,11
STU1798,20,Male,Public,Tutong,2.95,8.7,4,4,Business,Micronet International College,1,Education,Medium,Arts,0,Humanities,Engineering,3703,Degree,79.2,16
STU1799,20,Female,Private,Brunei-Muara,5.49,7.73,8,2,IT,Micronet International College,1,Education,Low,Debate,0,Arts,Business,2402,Degree,90.03,7
STU1800,19,Female,Private,Temburong,2.13,6.85,6,2,Business,Micronet International College,1,Business,Low,Sports,1,Business,Health Sciences,2828,Degree,88.79,19
STU1801,21,Male,Private,Tutong,3.88,6.46,5,2,Health Sciences,Politeknik Brunei,0,IT,Medium,Debate,0,Arts,IT,1753,Degree,80.84,11
STU1802,20,Male,Private,Temburong,3.97,4.24,5,4,Education,Politeknik Brunei,1,IT,Medium,None,0,Science,IT,3297,High School,97.71,7
STU1803,21,Male,Private,Belait,3.49,8.79,9,2,Business,Universiti Brunei Darussalam,1,Business,High,Sports,1,Business,Business,3107,Masters,89.76,9
STU1804,17,Female,Private,Temburong,3.55,2.83,5,4,Health Sciences,International Graduate Studies College,1,Education,Low,Debate,1,Arts,IT,2129,High School,88.99,19
STU1805,17,Male,Private,Tutong,8.59,5.81,5,3,Education,International Graduate Studies College,0,Education,Low,Debate,1,Science,Education,2431,Degree,99.11,19
STU1806,21,Male,Public,Brunei-Muara,6.62,5.62,8,4,Education,Politeknik Brunei,0,Education,Medium,Sports,1,Business,Education,2681,Masters,75.44,17
STU1807,18,Male,Private,Tutong,8.33,3.06,8,3,Business,International Graduate Studies College,1,Business,High,Arts,0,Technology,IT,1778,Degree,93.88,11
STU1808,20,Female,Private,Tutong,4.31,4.64,6,1,Business,International Graduate Studies College,0,Education,Low,None,0,Arts,Education,1933,Degree,90.04,9
STU1809,18,Male,Private,Tutong,8.83,4.01,9,1,Engineering,Politeknik Brunei,0,Health Sciences,High,Science Fair,1,Humanities,IT,4531,Diploma,76.35,15
STU1810,19,Male,Private,Tutong,6.13,4.52,7,3,Business,Micronet International College,0,Engineering,Medium,Science Fair,1,Business,Business,2070,Masters,97.46,6
STU1811,19,Male,Public,Temburong,3.49,3.7,8,4,Health Sciences,International Graduate Studies College,0,Engineering,Medium,None,0,Science,Engineering,4115,Degree,96.5,17
STU1812,17,Female,Private,Temburong,6.13,2.69,4,4,Health Sciences,Micronet International College,0,Engineering,Medium,Arts,0,Business,Engineering,1016,Diploma,76.76,11
STU1813,19,Male,Public,Belait,6.61,2.82,9,3,Health Sciences,Universiti Brunei Darussalam,1,IT,Medium,Sports,0,Arts,IT,1397,High School,98.26,11
STU1814,20,Female,Private,Brunei-Muara,8.55,5.52,7,3,IT,Micronet International College,1,Education,Low,Arts,1,Technology,IT,4565,High School,77.83,16
STU1815,17,Male,Private,Brunei-Muara,3.75,6.68,8,4,Engineering,Micronet International College,1,Engineering,Low,Debate,1,Technology,IT,1181,Masters,75.25,16
STU1816,18,Male,Private,Tutong,3.48,5.29,6,4,Business,International Graduate Studies College,1,IT,Medium,Science Fair,0,Science,Education,2732,Diploma,79.09,11
STU1817,19,Female,Public,Tutong,7.04,7.57,6,1,Health Sciences,Politeknik Brunei,0,Education,Low,Debate,0,Business,Engineering,2068,Masters,99.7,11
STU1818,21,Male,Public,Tutong,4.95,6.22,8,1,Engineering,Universiti Brunei Darussalam,1,Engineering,Low,Science Fair,0,Humanities,IT,2796,Masters,93.48,17
STU1819,21,Female,Public,Brunei-Muara,2.71,8.89,9,4,Engineering,Micronet International College,0,Education,Low,Sports,0,Humanities,Education,3458,Diploma,81.02,16
STU1820,18,Male,Public,Temburong,5.44,2.54,8,1,Education,International Graduate Studies College,0,Health Sciences,High,Arts,1,Science,Health Sciences,3506,Masters,99.41,15
STU1821,20,Male,Private,Belait,2,4.43,5,2,IT,Politeknik Brunei,1,Education,Medium,Science Fair,0,Arts,Business,2272,High School,77.81,7
STU1822,18,Male,Public,Brunei-Muara,6.93,8.77,4,2,Health Sciences,Universiti Brunei Darussalam,1,Education,Low,Science Fair,1,Science,IT,2766,Diploma,76.02,5
STU1823,18,Male,Private,Belait,7.78,7.63,7,1,Business,International Graduate Studies College,0,Health Sciences,Low,Science Fair,1,Humanities,Health Sciences,4713,High School,79.69,15
STU1824,19,Female,Private,Belait,6.9,7.68,5,1,Health Sciences,International Graduate Studies College,0,Health Sciences,Low,Debate,1,Arts,IT,2529,Diploma,99.34,17
STU1825,17,Male,Private,Brunei-Muara,6.46,2.27,5,2,Engineering,Politeknik Brunei,1,Engineering,Medium,None,0,Arts,Engineering,2243,High School,96.39,13
STU1826,18,Male,Public,Brunei-Muara,5.32,4.49,8,4,Business,Politeknik Brunei,0,Engineering,High,None,0,Humanities,IT,2518,Diploma,99.85,18
STU1827,17,Male,Public,Brunei-Muara,5.69,3.89,7,2,IT,Micronet International College,0,Health Sciences,Low,Debate,1,Science,Business,1833,High School,91.04,7
STU1828,19,Male,Public,Tutong,6.83,2.5,9,3,IT,Politeknik Brunei,1,Business,Low,Arts,0,Science,Education,3687,Degree,77.73,16
STU1829,18,Female,Public,Temburong,7.9,4.21,4,3,IT,Universiti Brunei Darussalam,0,Business,High,Sports,0,Technology,Health Sciences,2603,Degree,81.29,11
STU1830,17,Female,Public,Temburong,7.88,2.91,8,4,Health Sciences,International Graduate Studies College,0,Engineering,Medium,Sports,1,Science,Engineering,2382,Masters,78.07,8
STU1831,20,Female,Private,Belait,3.52,4.68,7,1,Business,International Graduate Studies College,1,Health Sciences,Low,Sports,1,Technology,Health Sciences,4304,High School,99.28,15
STU1832,19,Female,Public,Temburong,2.8,4.8,7,1,IT,Politeknik Brunei,1,Health Sciences,Low,Debate,1,Arts,Education,2183,High School,90.3,13
STU1833,18,Male,Private,Tutong,2.33,6.42,6,2,Business,International Graduate Studies College,1,Education,Low,None,0,Technology,IT,3066,Diploma,84.02,10
STU1834,20,Female,Private,Tutong,4.67,4.15,4,3,Health Sciences,Politeknik Brunei,1,Business,Low,Science Fair,1,Science,IT,3291,Masters,79.54,13
STU1835,20,Male,Public,Temburong,6.37,4.67,8,3,IT,Politeknik Brunei,0,Health Sciences,Medium,Debate,0,Arts,IT,1076,High School,76.21,17
STU1836,17,Female,Private,Belait,3.89,3.26,4,3,Health Sciences,Micronet International College,0,Engineering,Low,Science Fair,1,Business,Education,3388,High School,75.71,6
STU1837,17,Female,Private,Temburong,6.27,3.11,4,4,Education,Politeknik Brunei,0,Business,Low,Sports,0,Technology,IT,4595,High School,84.77,15
STU1838,18,Female,Public,Belait,6.18,5.71,9,3,Education,International Graduate Studies College,0,IT,Low,Sports,0,Humanities,Engineering,3586,Diploma,92.46,16
STU1839,21,Female,Private,Temburong,3.77,5.9,4,2,Business,Universiti Brunei Darussalam,1,Education,High,None,1,Business,Education,2934,Masters,82.87,11
STU1840,19,Female,Private,Brunei-Muara,5.17,3.72,9,1,Education,International Graduate Studies College,0,Health Sciences,Low,None,0,Humanities,Engineering,3376,Masters,87.64,10
STU1841,20,Female,Public,Temburong,2.76,8.88,5,1,Health Sciences,Universiti Brunei Darussalam,1,Health Sciences,Medium,Arts,1,Science,Health Sciences,3245,Diploma,76.62,19
STU1842,20,Male,Private,Temburong,2.19,7.24,5,4,IT,Politeknik Brunei,1,Health Sciences,Low,Arts,0,Humanities,Business,3962,High School,83.03,18
STU1843,20,Female,Public,Brunei-Muara,3.76,8.54,4,3,IT,Universiti Brunei Darussalam,1,Engineering,High,Debate,1,Humanities,IT,1745,Diploma,85.22,13
STU1844,17,Female,Private,Brunei-Muara,7.3,8.64,6,1,Health Sciences,Universiti Brunei Darussalam,1,IT,Low,Science Fair,0,Humanities,Health Sciences,2745,Diploma,93.49,19
STU1845,18,Female,Private,Tutong,2.59,6.2,4,2,Engineering,Micronet International College,0,Health Sciences,Low,Arts,1,Business,Engineering,1702,Diploma,77.78,15
STU1846,21,Male,Private,Brunei-Muara,6.6,5.56,4,3,Engineering,International Graduate Studies College,1,Education,Medium,None,0,Science,Education,1860,Masters,80.56,8
