Student_ID,Gender,Age,School_Type,District,Family_Income,Parent_Education_Level,Preferred_Program,Recommended_Program,Applied_Institution,Enrolled,Success_Level,Previous_Achievements,Extra_Curricular,Interest_Areas,Attendance,Study_Hours,O_Level_Mathematics,O_Level_English,O_Level_Malay_Language,O_Level_Islamic_Religious_Knowledge,O_Level_Chemistry,O_Level_Biology,O_Level_Physics,O_Level_Combined_Science,O_Level_Commerce,O_Level_Economics,O_Level_Computer_Science,O_Level_Additional_Maths,A_Level_Mathematics,A_Level_English,A_Level_Chemistry,A_Level_Biology,A_Level_Physics,A_Level_Commerce,A_Level_Economics,A_Level_Computer_Science,O_Level_Credits,A_Level_Credits,O_Level_Results,A_Level_Results
STU1119,Male,16,Public,Tutong,1595,Diploma,Engineering,Education,International Graduate Studies College,1,Low,Arts,1,Science,87.06,17,A,D,B,E,D,E,A,U,D,A,E,C,,,,,,,,,5,0,5.17,6.27
STU1120,Female,18,Private,Temburong,6215,Diploma,Engineering,Business,Universiti Brunei Darussalam,1,High,Debate,0,Business,95.73,19,U,E,E,C,U,A,U,C,C,B,A,U,,,,,,,,U,6,0,5.14,7.67
STU1121,Male,18,International,Tutong,7873,Postgraduate,IT,Health Sciences,International Graduate Studies College,0,High,Debate,0,Humanities,78.01,12,C,B,U,B,A,D,D,B,C,U,E,C,,,,,,,,,7,0,2.63,4.39
STU1122,Male,18,Private,Belait,3696,Degree,Health Sciences,Education,Universiti Brunei Darussalam,1,Medium,Arts,0,Arts,79.34,10,C,U,B,D,E,E,E,B,D,E,C,U,,,,,,,,,4,0,2.13,4.65
STU1123,Male,16,Public,Tutong,8617,Degree,Business,Health Sciences,Universiti Brunei Darussalam,1,Low,None,0,Humanities,93.39,14,D,B,D,C,B,D,A,C,C,U,E,A,,,,,,,,,7,0,4.15,3.34
STU1124,Male,18,Private,Tutong,4556,Diploma,Business,Business,Universiti Brunei Darussalam,1,High,None,0,Humanities,83.71,7,B,D,U,D,B,B,A,B,D,B,A,D,,A,,,,,A,,7,2,7.3,6.12
STU1125,Male,20,Public,Brunei-Muara,4438,Diploma,Engineering,IT,Micronet International College,0,High,Sports,1,Business,94.35,19,U,A,D,U,E,U,A,U,E,E,A,C,,,,,,,,,4,0,8.14,8.34
STU1126,Male,18,Private,Belait,3618,Postgraduate,IT,Education,Micronet International College,0,Medium,Debate,0,Technology,96.85,11,D,C,D,C,B,U,D,C,A,D,A,E,,,,,,,,,6,0,5.45,4.86
STU1127,Female,19,Private,Tutong,6246,Masters Degree,Engineering,Business,Universiti Brunei Darussalam,1,Low,Debate,1,Science,78.26,10,C,B,D,B,U,E,B,U,E,D,E,U,,A,,,,A,,,4,2,7.98,5.49
STU1128,Female,16,International,Brunei-Muara,5862,Masters Degree,Health Sciences,Health Sciences,International Graduate Studies College,1,High,Sports,0,Business,78.46,5,A,A,B,C,C,U,A,U,C,E,A,C,,,,,,,,,9,0,2.98,2.81
STU1129,Female,20,International,Temburong,2362,Masters Degree,Health Sciences,Education,Politeknik Brunei,0,High,Sports,0,Business,96.74,9,D,E,E,A,C,C,B,D,A,B,C,C,E,,,U,,,,U,8,0,3.96,3.59
STU1130,Female,19,Public,Belait,7333,Diploma,Health Sciences,Business,Micronet International College,0,Medium,Sports,1,Business,85.54,18,C,A,B,U,B,E,A,A,B,B,E,B,,,,,D,,,,9,0,2.87,2.04
STU1131,Male,19,International,Tutong,4974,Postgraduate,IT,Engineering,Micronet International College,0,High,Arts,1,Arts,76.08,11,B,C,A,C,A,E,C,C,C,A,C,E,,,E,,,,,,10,0,3.67,3.58
STU1132,Male,16,International,Brunei-Muara,4120,Diploma,Business,Health Sciences,Micronet International College,1,Medium,Debate,1,Science,99.99,11,A,B,C,D,E,E,U,A,B,D,A,E,,,,,,,,,6,0,6.99,8.56
STU1133,Male,17,International,Tutong,1608,Degree,Health Sciences,Education,International Graduate Studies College,1,Low,None,0,Science,91.02,10,A,B,C,B,C,A,D,B,C,U,A,C,,U,,,,C,,C,10,2,6.99,6.72
STU1134,Female,20,Private,Tutong,9355,Degree,Business,Engineering,Politeknik Brunei,0,High,Sports,1,Science,99.24,7,D,E,A,B,U,U,A,U,A,A,B,A,U,,B,,,,,,7,1,8.18,4.19
STU1135,Female,20,Public,Tutong,2098,Diploma,Engineering,IT,Politeknik Brunei,0,Low,Arts,1,Humanities,96.31,16,A,B,A,D,A,B,U,U,U,U,D,C,,,,,,,,B,6,1,5.36,5.63
STU1136,Female,17,Public,Tutong,6681,Diploma,Business,IT,Micronet International College,1,High,Debate,0,Technology,75.14,11,D,A,D,D,B,D,E,E,C,U,C,C,,,,,,,,,5,0,4.84,6.34
STU1137,Male,16,Public,Temburong,8910,Postgraduate,Health Sciences,Health Sciences,Universiti Brunei Darussalam,0,High,Arts,0,Business,84.11,12,E,U,U,U,C,B,B,E,D,A,U,E,,,,,A,A,,,4,2,8.85,6.34
STU1138,Female,17,Private,Brunei-Muara,8454,Postgraduate,IT,IT,Micronet International College,0,Medium,Science Fair,0,Humanities,96.38,12,E,E,E,E,U,D,E,B,C,E,C,A,D,,,D,A,,,,4,1,8.31,8.47
STU1139,Male,20,Private,Belait,1760,Postgraduate,Education,IT,Politeknik Brunei,0,Low,None,1,Technology,75.69,8,D,E,C,B,U,E,U,A,D,A,B,E,,,,,,,,,5,0,4.54,6.61
STU1140,Male,19,Public,Tutong,4914,Postgraduate,Engineering,Health Sciences,Micronet International College,0,High,Science Fair,0,Technology,86.91,6,C,A,E,A,D,D,U,U,D,D,A,A,,,,,E,,,,5,0,2.89,8.75
STU1141,Male,17,Private,Belait,4598,Degree,Health Sciences,Engineering,International Graduate Studies College,1,High,None,0,Humanities,84.81,7,A,B,B,D,U,E,E,A,E,U,A,C,,,,,D,,D,,6,0,5.23,4.93
STU1142,Male,18,Private,Tutong,1364,Masters Degree,IT,Health Sciences,International Graduate Studies College,1,High,Science Fair,1,Business,91.67,5,E,D,U,C,U,A,A,D,E,U,C,A,,,,,,,,,5,0,3.96,2.62
STU1143,Female,16,International,Brunei-Muara,7780,Masters Degree,Business,Health Sciences,Universiti Brunei Darussalam,0,Medium,None,1,Science,78.12,9,C,A,A,A,A,U,U,C,A,C,U,U,,,,,,,,,8,0,5.64,2.9
STU1144,Female,18,Public,Belait,1881,Degree,IT,Education,International Graduate Studies College,0,Low,Arts,0,Science,83.81,15,A,U,D,B,B,D,D,B,B,B,A,E,,,,,,B,,,7,1,4.36,5.4
STU1145,Male,17,Private,Temburong,1685,Degree,Business,Engineering,Universiti Brunei Darussalam,0,Low,Arts,0,Science,93.33,17,A,A,U,B,D,U,B,D,U,A,C,D,,,,,,D,,D,6,0,7.18,6.24
STU1146,Male,18,International,Tutong,2068,Postgraduate,Business,Health Sciences,International Graduate Studies College,0,Medium,Science Fair,1,Science,87.6,10,U,U,C,U,D,B,C,A,C,U,A,C,,,,,,,,,7,0,4.74,2.83
STU1147,Male,19,Public,Tutong,1153,Postgraduate,Education,Engineering,Micronet International College,0,High,Sports,1,Science,98.6,17,B,A,U,D,A,C,C,E,U,D,D,C,,,,,,,,,6,0,3.66,7.53
STU1148,Female,19,International,Tutong,1658,Degree,IT,Education,International Graduate Studies College,0,High,Debate,0,Technology,89.93,19,B,C,A,A,E,E,C,B,E,C,C,E,,,E,,,,,A,8,1,2.17,3.9
STU1149,Female,17,Public,Temburong,9269,Masters Degree,Education,Business,Politeknik Brunei,1,High,Sports,0,Science,88.39,10,D,B,E,A,U,U,U,D,B,E,E,C,,,U,,U,,,,4,0,8.81,7.52
STU1150,Male,19,Private,Tutong,3412,Masters Degree,Education,Education,Universiti Brunei Darussalam,1,High,Science Fair,0,Humanities,87.01,5,D,U,A,E,B,C,B,A,U,E,B,C,,E,,,U,,,U,7,0,3.97,4.36
STU1151,Female,16,Public,Tutong,3211,Degree,Business,Health Sciences,Micronet International College,1,Medium,Sports,1,Technology,82.11,18,C,E,A,U,B,D,E,D,U,C,C,U,,C,A,,,,U,,5,2,2.73,8.57
STU1152,Female,20,International,Tutong,8705,Diploma,Health Sciences,Education,Micronet International College,1,High,Sports,0,Technology,97.67,11,A,C,D,E,A,A,A,A,B,D,U,E,,,A,,,,,U,7,1,4.75,5.32
STU1153,Male,16,Private,Tutong,5978,Masters Degree,Business,IT,Universiti Brunei Darussalam,0,High,Arts,0,Technology,97.03,13,B,E,B,D,A,U,A,D,C,C,D,D,,E,D,,,,,,6,0,6.74,3.94
STU1154,Male,18,International,Belait,9178,Degree,Education,Business,Politeknik Brunei,0,Medium,Sports,0,Arts,79.76,13,E,A,U,C,D,U,D,B,A,U,A,B,,,,,,,,,6,0,8.48,3.96
STU1155,Female,20,Private,Belait,9545,Masters Degree,Education,Engineering,Universiti Brunei Darussalam,1,Low,Sports,0,Arts,76.39,10,D,A,C,D,B,D,B,D,D,E,U,B,,,B,B,,,,,5,2,5.58,7.2
STU1156,Male,19,International,Temburong,9604,Degree,Health Sciences,Education,International Graduate Studies College,0,High,Debate,1,Humanities,96.04,11,B,D,D,E,U,A,D,C,E,D,C,C,,,,,,,,,5,0,8.51,2.77
STU1157,Male,17,Public,Tutong,9101,Masters Degree,Engineering,Business,Micronet International College,0,Medium,None,0,Arts,94.93,13,U,U,C,E,U,U,A,E,U,A,U,C,,A,,E,,,,U,4,1,7.36,8.94
STU1158,Male,17,Private,Brunei-Muara,6147,Diploma,Education,Health Sciences,Universiti Brunei Darussalam,1,Low,Arts,0,Business,86.21,10,D,B,A,B,C,D,U,C,E,B,E,B,B,,,E,,A,,,7,2,3.83,3.31
STU1159,Female,18,International,Belait,1111,Postgraduate,IT,Business,Politeknik Brunei,0,High,Science Fair,0,Science,86.95,9,C,B,C,E,B,B,U,D,A,C,U,B,E,,,,A,,,,8,1,3.72,5.88
STU1160,Male,18,International,Brunei-Muara,1255,Diploma,Health Sciences,Engineering,Micronet International College,1,High,Sports,0,Technology,98.48,19,U,A,D,D,E,E,D,U,A,D,D,B,,U,,,,,,D,3,0,7.64,8.83
STU1161,Male,18,Public,Temburong,4843,Degree,Business,Health Sciences,International Graduate Studies College,0,Medium,None,1,Science,87.53,18,A,C,U,U,A,E,E,E,E,A,C,B,A,,,,,,,,6,1,5.77,7.68
STU1162,Male,18,International,Temburong,7254,Masters Degree,Education,Education,Micronet International College,0,High,Arts,0,Technology,80.8,17,U,A,U,A,U,U,E,U,A,E,B,E,,,,,,,,,4,0,5.33,2.91
STU1163,Female,17,Public,Tutong,7422,Degree,Engineering,Engineering,Micronet International College,0,Medium,None,1,Arts,93.09,8,U,E,C,E,E,U,C,B,C,D,U,E,,,,,,,,,4,0,4.69,7.79
STU1164,Male,17,Private,Brunei-Muara,6371,Degree,Business,Education,Politeknik Brunei,1,Medium,Science Fair,0,Science,88.37,15,E,A,C,B,C,C,A,E,B,E,D,A,,,,,,,,D,8,0,5.35,7.38
STU1165,Male,18,Private,Brunei-Muara,8796,Diploma,Education,Business,Politeknik Brunei,1,High,Arts,0,Technology,94.67,6,A,E,U,E,A,E,C,C,U,U,D,U,,,,,,,,,4,0,4.86,6.11
STU1166,Female,17,Public,Temburong,5727,Postgraduate,Education,Engineering,Politeknik Brunei,0,Medium,Arts,1,Business,76.09,6,E,E,U,A,B,C,U,B,E,D,E,C,,,,,,,,,5,0,8.18,3.17
STU1167,Male,16,Public,Brunei-Muara,5008,Postgraduate,IT,IT,Micronet International College,1,High,Debate,0,Humanities,97.17,7,C,U,D,D,E,C,D,U,A,E,E,C,B,,,,B,A,,,4,3,2.41,8.85
STU1168,Female,17,Private,Temburong,7088,Masters Degree,Health Sciences,Business,Universiti Brunei Darussalam,0,Medium,Debate,0,Humanities,98.14,13,C,A,E,B,A,A,A,B,A,C,U,U,,,,,,,,,9,0,7.96,3.19
STU1169,Male,16,Private,Temburong,9326,Masters Degree,Health Sciences,Health Sciences,Micronet International College,1,Low,Science Fair,1,Science,95.84,5,A,C,B,B,B,A,U,C,C,E,U,D,E,,,A,,C,,,8,2,4.21,3.17
STU1170,Male,19,Public,Brunei-Muara,5264,Degree,Health Sciences,Business,International Graduate Studies College,0,Medium,Sports,1,Science,86.62,6,B,A,A,E,C,C,A,U,U,C,B,B,C,,C,,,,,C,9,3,7.18,6.76
STU1171,Male,20,Private,Tutong,8352,Postgraduate,Business,IT,International Graduate Studies College,1,Medium,Science Fair,0,Arts,92.41,17,E,E,A,D,U,E,A,U,C,D,C,U,,,,,,,,,4,0,8.02,5.08
STU1172,Male,19,Private,Brunei-Muara,4531,Diploma,Education,Education,International Graduate Studies College,0,Medium,Sports,0,Humanities,89.6,9,U,E,D,B,A,E,E,B,U,U,U,C,,,U,,E,C,,,4,1,3.64,4.69
STU1173,Male,20,Private,Brunei-Muara,7966,Diploma,Business,IT,Universiti Brunei Darussalam,1,High,Debate,0,Humanities,89.54,7,U,U,U,B,A,D,E,B,C,E,A,C,U,B,,D,,,,,6,1,4,3.75
STU1174,Male,18,Private,Belait,2937,Degree,Business,Engineering,International Graduate Studies College,1,Low,Debate,0,Humanities,97.82,9,C,E,D,D,E,B,U,B,E,C,U,U,C,A,,,,,,U,4,2,5.72,5.98
STU1175,Male,20,Public,Belait,1780,Diploma,Health Sciences,Business,Politeknik Brunei,1,High,Arts,0,Science,90.87,5,B,B,B,U,B,E,B,D,U,D,D,A,E,,,B,,,,,6,1,4.96,6.07
STU1176,Female,17,Private,Temburong,9112,Degree,IT,IT,Politeknik Brunei,1,Low,Arts,1,Technology,93.31,10,U,B,C,B,U,B,A,U,A,B,E,D,,,,,,,,,7,0,2.67,6.97
STU1177,Female,20,Private,Brunei-Muara,1178,Degree,Business,Business,Politeknik Brunei,0,Low,Arts,0,Arts,86.04,7,A,B,E,D,A,D,A,A,C,A,A,C,A,,,,C,,,,9,2,7.16,2.96
STU1178,Male,18,International,Tutong,8608,Postgraduate,Engineering,IT,International Graduate Studies College,0,Low,Sports,1,Business,99.71,7,B,C,D,C,B,C,C,D,D,A,E,B,E,,U,E,,,,,8,0,7.25,6.59
STU1179,Male,17,Private,Belait,2313,Diploma,Health Sciences,IT,International Graduate Studies College,1,Low,None,1,Technology,88.94,7,C,A,U,D,E,E,U,U,A,A,C,E,,,,,,,,,5,0,8.16,6.76
STU1180,Male,18,Public,Belait,1694,Postgraduate,Education,Health Sciences,Micronet International College,1,Low,None,1,Science,85.83,7,C,A,B,A,D,C,E,U,B,A,B,B,,,,,,,,,9,0,4.06,2.98
STU1181,Female,18,Public,Brunei-Muara,9314,Diploma,Health Sciences,Business,International Graduate Studies College,0,Medium,Arts,0,Business,96.98,9,C,D,B,D,B,A,D,C,A,A,U,B,,,,,,,,,8,0,5.28,2.18
STU1182,Male,19,Private,Tutong,2477,Diploma,Engineering,IT,Micronet International College,1,Medium,Debate,0,Arts,88.64,15,C,D,A,A,D,U,C,A,B,U,B,U,A,A,,,,U,,,7,2,7.05,6.56
STU1183,Female,18,Private,Temburong,7259,Postgraduate,Education,Business,Universiti Brunei Darussalam,0,Low,Debate,0,Humanities,95.62,18,U,C,A,U,C,D,A,U,U,B,U,D,,,A,D,,,,A,5,2,7.91,5.86
STU1184,Male,18,International,Belait,6916,Masters Degree,Business,Engineering,Politeknik Brunei,0,High,Science Fair,1,Humanities,91.62,8,B,B,U,U,B,B,D,B,C,A,B,C,,,U,,D,,,,9,0,3.73,6.39
STU1185,Female,20,Private,Tutong,6085,Degree,Health Sciences,IT,Politeknik Brunei,1,High,Sports,1,Humanities,85.63,9,U,B,C,C,U,A,D,D,A,B,A,D,,,,,,,,B,7,1,7.97,8.48
STU1186,Male,18,Public,Tutong,9418,Diploma,Engineering,Education,Universiti Brunei Darussalam,0,Low,Debate,1,Business,77.86,11,D,U,U,U,E,B,B,D,E,A,C,E,,,,,,,,,4,0,8.5,3.93
STU1187,Male,17,Private,Brunei-Muara,4918,Diploma,Engineering,Business,Universiti Brunei Darussalam,0,Low,Arts,1,Arts,82.4,9,C,E,B,U,E,B,U,E,B,D,C,E,,,,,,,,,5,0,5.1,8.17
STU1188,Female,18,Public,Brunei-Muara,7915,Diploma,Education,Business,International Graduate Studies College,0,High,Arts,1,Business,95.4,10,D,D,E,U,B,B,U,D,A,C,A,C,,,,,,,,,6,0,4.69,3.8
STU1189,Female,16,Private,Temburong,7376,Degree,Education,Education,Universiti Brunei Darussalam,0,High,Debate,0,Science,86.16,16,U,C,C,A,E,A,D,U,E,U,B,B,,,,,,,,,6,0,5.92,6.74
STU1190,Female,16,International,Tutong,4920,Postgraduate,Health Sciences,Engineering,Politeknik Brunei,0,High,Debate,0,Arts,90.87,12,E,B,A,E,U,B,D,U,U,U,A,E,,,,,,,,,4,0,7.24,4.9
STU1191,Male,16,Private,Belait,4555,Masters Degree,Business,Business,International Graduate Studies College,1,Low,None,0,Technology,91.97,9,D,A,U,U,E,D,B,C,B,C,D,D,,,,,,,,,5,0,3.51,7.11
STU1192,Female,17,International,Belait,6215,Degree,Business,Business,International Graduate Studies College,0,High,Science Fair,1,Business,96.78,12,E,D,B,A,U,D,A,C,C,C,C,C,,E,,,,,,,8,0,5.37,2.07
STU1193,Female,16,International,Temburong,1789,Degree,Education,IT,Politeknik Brunei,0,High,None,1,Technology,85.45,7,E,U,E,U,B,C,C,B,U,C,C,U,A,,C,,,,,,6,2,4.57,4.82
STU1194,Male,18,Public,Tutong,7391,Diploma,Health Sciences,Health Sciences,Universiti Brunei Darussalam,0,Medium,Arts,1,Science,88.58,19,C,A,B,C,E,D,E,D,C,D,B,E,U,,,,,,D,,6,0,6.86,8.34
STU1195,Male,20,International,Tutong,5304,Postgraduate,Health Sciences,Health Sciences,Universiti Brunei Darussalam,0,High,Science Fair,0,Business,77.05,18,D,E,B,B,U,D,B,B,E,B,A,D,,,,,,,,,6,0,2.52,2.99
STU1196,Female,18,Public,Belait,2509,Degree,Education,Engineering,Universiti Brunei Darussalam,1,Medium,Science Fair,1,Arts,77.88,10,D,C,C,C,U,A,C,B,U,A,U,D,C,C,,C,,,,,7,3,5.82,7.21
STU1197,Male,20,Public,Brunei-Muara,1137,Postgraduate,Business,IT,International Graduate Studies College,1,Low,Debate,1,Humanities,95.45,15,C,U,U,E,A,A,B,C,B,E,C,B,,,,,,,,,8,0,8.94,3.06
STU1198,Female,20,International,Temburong,3608,Diploma,Engineering,Engineering,International Graduate Studies College,0,Low,Debate,1,Technology,75.93,8,B,E,U,D,D,D,E,U,E,C,U,U,A,,,,,U,,E,2,1,5.78,2.72
STU1199,Female,20,International,Belait,2478,Masters Degree,Education,Education,Micronet International College,1,High,Sports,1,Business,85.25,19,A,D,C,A,D,U,U,A,A,U,U,U,,,,,,,,,5,0,6,8.24
STU1200,Male,16,Private,Tutong,8727,Masters Degree,Engineering,Health Sciences,Universiti Brunei Darussalam,1,High,None,1,Arts,95.53,16,E,E,D,C,D,D,U,A,D,U,C,C,,,,,,,,,4,0,5.45,3.94
STU1201,Female,16,International,Brunei-Muara,3942,Diploma,Engineering,Engineering,Universiti Brunei Darussalam,1,Medium,Sports,0,Science,76.11,18,U,E,E,C,D,C,B,D,E,D,E,U,,,,,,,,,3,0,3.74,3.24
STU1202,Male,16,International,Temburong,3600,Postgraduate,IT,Engineering,Micronet International College,0,Medium,Sports,1,Science,94.44,9,E,E,E,B,C,A,D,A,C,E,U,U,,,,,,,,,5,0,2.97,4.47
STU1203,Male,20,Public,Brunei-Muara,2013,Diploma,Engineering,Health Sciences,Politeknik Brunei,1,High,Science Fair,1,Business,80.05,15,U,D,A,U,D,A,B,A,D,B,A,E,,,,,,,,,6,0,8.52,7.68
STU1204,Female,19,Public,Temburong,7709,Degree,Health Sciences,IT,International Graduate Studies College,0,High,Science Fair,1,Humanities,90.08,12,B,D,C,C,A,B,U,U,D,U,D,C,C,,A,,,,,,6,2,2.86,3.6
STU1205,Male,16,Public,Tutong,9412,Masters Degree,Engineering,Education,International Graduate Studies College,0,High,Sports,0,Technology,88.77,10,C,D,U,C,U,D,E,B,D,U,C,A,,B,,,,,,,5,1,2.38,2.52
STU1206,Male,20,Public,Brunei-Muara,7360,Degree,Engineering,Education,Universiti Brunei Darussalam,0,High,Sports,0,Business,94.74,5,D,B,B,U,D,U,D,B,E,A,E,E,,,,,,,,,4,0,8.12,6.71
STU1207,Male,20,Private,Tutong,9609,Postgraduate,IT,Health Sciences,Micronet International College,1,Medium,Science Fair,1,Business,79.69,8,U,C,B,B,E,E,A,C,A,E,C,E,,,U,,,,,,7,0,2.36,4.35
STU1208,Female,18,International,Belait,3160,Degree,Education,Education,Politeknik Brunei,0,Medium,Science Fair,0,Business,91.83,7,A,D,C,B,A,U,A,U,B,A,U,A,,,,A,,,,,8,1,4.18,6.88
STU1209,Male,19,Public,Temburong,8601,Diploma,Engineering,Engineering,Universiti Brunei Darussalam,1,Low,Sports,1,Technology,79.65,12,E,B,B,A,A,B,D,B,E,E,B,A,,,,,,,,,8,0,2.58,7.46
STU1210,Male,20,Private,Belait,9489,Postgraduate,Engineering,Health Sciences,Politeknik Brunei,1,Medium,Debate,1,Humanities,96.4,18,C,C,C,U,A,A,A,U,B,A,U,U,,,,,D,,U,,8,0,2.07,8.38
STU1211,Female,20,Public,Tutong,4924,Degree,Engineering,Engineering,Universiti Brunei Darussalam,1,High,Sports,0,Arts,98.18,10,D,C,U,U,A,U,A,A,D,A,U,B,D,E,,,,,U,,6,0,6.01,4.76
STU1212,Female,16,Private,Temburong,1582,Postgraduate,Health Sciences,Business,Universiti Brunei Darussalam,0,Low,Arts,0,Science,99.26,13,D,E,D,D,A,C,D,U,U,U,C,E,,,,,,,,,3,0,7.26,3.04
STU1213,Female,18,Private,Tutong,9850,Diploma,IT,Business,Universiti Brunei Darussalam,1,Low,Debate,1,Arts,81.6,19,U,A,C,E,C,U,C,C,C,D,A,A,,,,,D,,C,U,8,1,7.49,3.3
STU1214,Female,20,Private,Tutong,2741,Masters Degree,IT,IT,Micronet International College,1,Low,None,0,Humanities,94.65,15,C,E,C,D,B,D,D,A,C,D,B,E,,,,,,,,,6,0,8.86,3.12
STU1215,Male,17,Private,Brunei-Muara,9406,Postgraduate,Engineering,Health Sciences,Micronet International College,1,High,Arts,0,Business,92,5,C,D,E,C,D,B,D,A,D,B,C,B,,,,C,,A,,,7,2,7.5,2.12
STU1216,Male,19,International,Brunei-Muara,8034,Postgraduate,Health Sciences,Business,International Graduate Studies College,0,Low,None,0,Business,93.68,9,A,C,D,B,D,D,B,U,C,E,E,D,,,C,,,,,,5,1,5.52,4.88
STU1217,Female,20,International,Belait,2364,Degree,Business,Engineering,Politeknik Brunei,0,Low,None,1,Science,81.43,18,D,U,A,A,A,B,A,U,E,A,D,E,,A,C,,,,,E,6,2,8.14,7.22
STU1218,Male,17,Public,Tutong,6893,Degree,Health Sciences,Education,Universiti Brunei Darussalam,0,High,None,0,Arts,78.98,15,D,C,A,A,A,D,U,E,B,D,B,B,,,,,,,,,7,0,2.06,3.97
STU1219,Female,19,Private,Brunei-Muara,9463,Diploma,Health Sciences,Health Sciences,International Graduate Studies College,1,Low,Sports,0,Humanities,95.6,10,A,B,C,D,U,U,A,E,B,U,D,B,,,,,,,,,6,0,2.69,6.99
STU1220,Male,16,International,Belait,4179,Degree,Business,IT,Micronet International College,0,High,Sports,1,Technology,95.2,12,B,E,D,C,A,U,E,B,E,D,A,U,,,,,,,,,5,0,2.45,2.72
STU1221,Female,16,Private,Tutong,2583,Postgraduate,Education,Engineering,Universiti Brunei Darussalam,1,High,Sports,1,Arts,85.46,12,D,E,E,B,E,B,A,B,B,D,U,C,,,,,,,,,6,0,4,8.09
STU1222,Female,20,International,Temburong,9834,Diploma,Business,IT,Politeknik Brunei,1,Low,Debate,0,Business,76.48,6,U,E,U,D,U,A,C,U,C,D,E,A,,,,,,,,,4,0,8.24,5.86
STU1223,Male,18,Public,Belait,1525,Diploma,Health Sciences,Business,Politeknik Brunei,1,Low,None,1,Arts,96.27,11,D,A,U,B,B,B,U,U,D,B,D,U,,,,,,,A,D,5,1,5.38,8.46
STU1224,Male,16,Public,Tutong,7334,Postgraduate,Education,Business,Politeknik Brunei,0,High,Debate,1,Arts,82.23,13,C,C,A,E,E,U,C,D,A,E,U,D,,U,,,,C,,,5,1,7.48,3.49
STU1225,Female,20,Public,Tutong,6656,Diploma,IT,Business,Micronet International College,1,High,Arts,1,Arts,86.13,18,B,U,U,B,A,B,C,A,C,C,B,U,,,,,,,,U,9,0,3.4,5.8
STU1226,Female,16,Private,Brunei-Muara,3723,Masters Degree,Health Sciences,Health Sciences,Micronet International College,1,Medium,Debate,0,Humanities,84.99,10,U,C,C,C,B,B,A,C,U,E,U,B,,,,,,,,,8,0,3.95,2.71
STU1227,Male,17,Private,Tutong,7851,Postgraduate,Health Sciences,Health Sciences,Micronet International College,1,Low,None,1,Technology,95.15,15,C,E,C,U,C,D,C,C,E,B,E,U,,B,D,,,B,,,6,2,7.14,5.45
STU1228,Female,20,Public,Belait,5737,Degree,Engineering,Education,Politeknik Brunei,1,High,None,0,Technology,97.1,17,C,A,A,A,A,D,D,D,U,A,U,E,,,,,,,,,6,0,6.97,5.96
STU1229,Female,17,International,Brunei-Muara,1317,Diploma,IT,Education,Universiti Brunei Darussalam,1,Medium,Arts,0,Science,91.62,11,B,B,C,C,D,E,B,D,A,C,C,D,,,,,,,,,8,0,7.69,8.29
STU1230,Female,20,International,Belait,4580,Diploma,Business,Business,Politeknik Brunei,0,High,None,0,Business,94.43,6,D,D,U,B,B,E,A,D,C,E,D,C,,,,,,,,,5,0,7.39,6.27
STU1231,Female,18,Private,Brunei-Muara,4574,Degree,Business,IT,International Graduate Studies College,1,Medium,Debate,0,Business,88.84,8,E,U,U,E,C,D,C,B,B,D,D,U,,D,,E,,,,,4,0,8.6,7.71
STU1232,Female,16,Public,Belait,3795,Degree,Education,IT,Micronet International College,1,Low,None,1,Business,91.31,13,C,B,B,B,C,E,D,C,B,A,B,D,,,,,,,,,9,0,2.16,8.59
STU1233,Male,19,International,Brunei-Muara,2912,Postgraduate,Business,IT,Universiti Brunei Darussalam,1,High,Science Fair,0,Humanities,81.2,9,A,B,A,U,D,C,U,U,A,B,E,C,,,,,,,,,7,0,4.3,5.2
STU1234,Female,18,Private,Temburong,5618,Postgraduate,Engineering,Health Sciences,Micronet International College,1,Low,Science Fair,1,Arts,92.84,11,D,C,D,D,A,C,C,E,D,A,U,A,,,,,,,,,6,0,2.12,2.7
STU1235,Female,17,International,Belait,5777,Degree,Health Sciences,Business,Micronet International College,1,High,Debate,0,Arts,79.26,7,E,U,A,A,C,A,U,A,E,A,B,U,,,,D,,U,,B,7,1,6.59,7
STU1236,Female,20,International,Tutong,2803,Diploma,Business,Education,International Graduate Studies College,1,Medium,Science Fair,1,Humanities,96.34,8,E,D,U,A,B,U,E,E,B,B,U,B,,,,,,,,,5,0,3.86,4.25
STU1237,Female,20,International,Temburong,5840,Degree,Health Sciences,Health Sciences,International Graduate Studies College,1,High,None,1,Arts,90.51,14,E,C,C,B,E,E,U,D,C,A,B,C,,,,,,,,,7,0,2.26,2.86
STU1238,Male,17,Public,Temburong,2836,Diploma,Health Sciences,Education,International Graduate Studies College,0,High,Arts,0,Business,86.19,19,C,D,C,D,U,U,A,E,C,A,U,D,,,,,,E,,,5,0,2.44,7.92
STU1239,Female,17,International,Brunei-Muara,8976,Diploma,Education,Engineering,Politeknik Brunei,0,Medium,Sports,1,Business,91.19,10,E,B,D,U,D,D,C,E,E,B,C,A,,C,,,E,U,,,5,1,2.82,5.26
STU1240,Male,17,International,Tutong,9131,Masters Degree,Engineering,IT,International Graduate Studies College,1,High,Arts,0,Arts,88.28,19,A,E,C,B,C,D,C,C,A,U,D,A,,,,,,,,,8,0,3.98,5.4
